author,paper,fake
2516236,220772065,0
48212423,220772065,0
2375079,235074594,0
1980566,235074594,0
1474354961,235074594,0
6303089,235074594,0
2151810904,235074594,0
2118871314,235074594,0
144742252,235074594,0
4720774,235074594,0
2110499343,235074594,0
144696537,191680767,0
1996227547,222420218,0
15729050,222420218,0
4546674,222420218,0
50640469,7900692,0
2953052,7900692,0
5757831,7900692,0
143672357,7900692,0
2373159,7900692,0
6836534,7900692,0
2814483,7900692,0
5829428,237316329,0
6491373,237316329,0
47346983,237316329,0
104503523,237316329,0
90959725,237316329,0
2004635220,237316329,0
2004411987,237316329,0
2090335539,237316329,0
144670357,237316329,0
87564156,128487683,0
14628552,212641146,0
10470864,212641146,0
5173274,212641146,0
69019035,212641146,0
40273944,212641146,0
6373849,212641146,0
4455241,212641146,0
2130557115,199819908,0
1765664,27270547,0
2146276189,209335699,0
2110926605,209335699,0
2117103905,209335699,0
2111398845,209335699,0
150349740,209335699,0
93908682,99909081,0
103280737,99909081,0
94264073,99909081,0
1683477,17729510,0
47724896,17729510,0
1717199,17729510,0
13827435,235172099,0
49391381,235172099,0
144748957,235172099,0
5314779,235172099,0
4003214,235172099,0
71642289,227122767,0
151478894,227122767,0
39015629,227122767,0
113989321,188597569,0
87180325,198304874,0
5525637,196561263,0
143656421,196561263,0
2193019650,196561263,0
48550029,196561263,0
122190953,196561263,0
101550364,166756952,0
2201563238,145974745,0
116304830,145974745,0
93618115,145974745,0
1738532567,145974745,0
5882446,145974745,0
145840387,137174721,0
96212540,128805614,0
40535451,128805614,0
143904648,128805614,0
2145023670,127985451,0
3427939,127985451,0
143835731,127985451,0
2112148078,60604879,0
1403842343,60604879,0
1696871,60604879,0
144078582,220284888,0
1401386312,220284888,0
46794304,220284888,0
35405176,220284888,0
28510721,220284888,0
14009967,54130071,0
6261560,54130071,0
1393074212,54130071,0
91451348,54634721,0
95954142,54634721,0
31342084,54634721,0
40803155,54634721,0
48724764,54634721,0
11335582,41359629,0
4330831,41359629,0
3697864,41359629,0
7487677,41359629,0
7486333,41359629,0
5591714,41359629,0
3601680,41359629,0
1398730745,41359629,0
144072101,41359629,0
50881773,51708180,0
4345953,51708180,0
48412452,51708180,0
4143365,51708180,0
46663785,51708180,0
143959990,39514587,0
3155759,39514587,0
144686162,39514587,0
12571335,39514587,0
144206443,39514587,0
88066282,39514587,0
2067347167,39514587,0
21307571,39514587,0
4851124,39514587,0
2075966197,45323370,0
32063425,45265900,0
46469909,43862558,0
66977337,43862558,0
50738241,43862558,0
50235872,43103677,0
6987170,42488828,0
6884428,22739462,0
6176158,22739462,0
14971301,22739462,0
13650394,22739462,0
12708739,22739462,0
152813486,20219770,0
5084088,19266356,0
31821282,19266356,0
143945805,19266356,0
34988849,37325739,0
145733916,36939482,0
2441301,31867302,0
5512558,31867302,0
4820771,31867302,0
143729117,32567775,0
6083076,12397688,0
144516132,12397688,0
4024284,12397688,0
3134876,12397688,0
16835718,12397688,0
38603713,9203179,0
3543853,3351464,0
15514321,3351464,0
6046575,3351464,0
71222037,35412301,0
7668722,52046489,0
5693992,52046489,0
46866921,52046489,0
8544214,233411911,0
4672940,233411911,0
2044516069,233411911,0
35005880,233411911,0
48736863,233411911,0
2073093469,233411911,0
5224914,233411911,0
145865732,199170917,0
2108997640,27363741,0
144198506,27363741,0
2503934,27363741,0
2146401912,27363741,0
31110739,27363741,0
2054526070,27363741,0
2376511,27363741,0
4357220,21211324,0
31512574,27294992,0
3526474,39405744,0
4221230,39405744,0
1796404,39405744,0
4184103,43879678,0
47863316,43879678,0
47961726,43879678,0
1402452135,43879678,0
3484272,43879678,0
145833910,15230445,0
2109968596,15230445,0
2087071182,15230445,0
152573231,208539234,0
39226582,208539234,0
1439834488,208539234,0
3114106,208539234,0
9856731,208539234,0
10379563,226206381,0
2035849,226206381,0
2056065685,226206381,0
1713479,226206381,0
4856437,226206381,0
2146238535,247978207,0
4100894,247978207,0
2113571746,247978207,0
2097218906,245262544,0
151111457,245262544,0
2089595555,245262544,0
2060326839,245262544,0
1996026850,245262544,0
2145935944,245262544,0
1700680627,245262544,0
1753886,203146651,0
1412328163,203146651,0
13655713,203146651,0
66018023,203146651,0
2065578072,203146651,0
49836121,118090602,0
48100190,88851991,0
145986694,88851991,0
2055187030,88851991,0
5736220,10259438,0
4123474,10259438,0
5373138,10259438,0
5402740,10259438,0
5306690,10259438,0
11999216,31481304,0
74707950,159359677,0
17357405,248007137,0
1573666868,248007137,0
34818925,248007137,0
2161666337,248007137,0
2699606,248007137,0
2086127835,228090999,0
1761558,228090999,0
3356784,228090999,0
4938748,204974622,0
3038962,37706008,0
1411668854,35391003,0
94840396,193005665,0
1450256609,244179662,0
39949177,51697813,0
47675413,51697813,0
48423498,51697813,0
6321066,51697813,0
30491210,51697813,0
12831473,221841602,0
1420666438,221841602,0
145131101,221841602,0
5775024,221841602,0
144904917,221841602,0
1949364086,208417758,0
2107375051,208417758,0
46262522,208417758,0
2228138,208417758,0
6902292,208417758,0
11512179,138590342,0
116191161,148830796,0
145226040,145015296,0
48846049,108442084,0
40454145,106409833,0
48832384,106409833,0
143628624,106409833,0
49184152,106409833,0
2104514,106409833,0
104324429,155184901,0
2486364,40700757,0
1420111315,41093275,0
13536361,52930263,0
144392961,52930263,0
36376235,52930263,0
4367152,52930263,0
1975810096,52930263,0
50376502,43193019,0
10739329,33450665,0
8407239,33335776,0
48221365,33335776,0
5296690,33335776,0
152120625,43674476,0
12810272,43674476,0
52090480,43674476,0
2087181478,43674476,0
14635321,43674476,0
3585824,37107474,0
3790318,208476742,0
12735126,208476742,0
49664454,208476742,0
11391997,208476742,0
12530826,208476742,0
2355669,40916087,0
9942880,45088525,0
20787984,7642851,0
2298972,7642851,0
2650807,7642851,0
49520927,7642851,0
47853406,7642851,0
120634484,7642851,0
2097221,7642851,0
48639150,7642851,0
2524810,7642851,0
3258624,7642851,0
34949769,7642851,0
31814634,18750936,0
145788331,11776200,0
2770825,11776200,0
1679177,11776200,0
5565260,29525208,0
12559274,29525208,0
9441450,29525208,0
48385796,29525208,0
12375188,29525208,0
2093381679,32242144,0
46412281,32242144,0
8698916,32242144,0
48983560,32242144,0
3762875,32242144,0
50664404,9255575,0
3876119,21958345,0
2163209,21958345,0
4924503,21958345,0
2119304040,226568673,0
11052451,226568673,0
143849611,226568673,0
15646108,201659195,0
3964032,36951962,0
72213947,203140153,0
103690628,203140153,0
,203140153,0
147620557,203140153,0
40197676,110258390,0
148231120,195567322,0
46287317,204674650,0
2059388819,204674650,0
2078583101,204674650,0
51067702,204815132,0
4100653,204815132,0
48888104,204815132,0
1478444208,209984128,0
73727335,209984128,0
87339332,209984128,0
2633493,22767060,0
2474084,22767060,0
145735566,22767060,0
40774169,4202272,0
91361675,216842836,0
153486508,218758929,0
4936381,218758929,0
1380437087,218758929,0
1483616602,218758929,0
34885342,218758929,0
9455301,218758929,0
3891823,218758929,0
4776370,174808944,0
5045966,174808944,0
144977593,174808944,0
4085739,174808944,0
5744701,174808944,0
145749630,174808944,0
153304336,174808944,0
65732228,231909418,0
6892854,231909418,0
65826274,231909418,0
40634487,231909418,0
37463111,231909418,0
143867938,202558150,0
12856239,169295072,0
2057917583,157009073,0
73066030,152212622,0
145133879,150572129,0
117744609,149551550,0
95482855,149551550,0
66460115,149551550,0
2116703069,195668045,0
144961763,195668045,0
37772823,195668045,0
1736493,88489516,0
2091677192,58157243,0
4198742,58157243,0
6794245,58157243,0
2052611430,58157243,0
2052490875,58157243,0
66066928,58157243,0
66814404,58157243,0
51064266,51622103,0
51057103,51622103,0
145228515,51622103,0
35215848,39901868,0
144858378,45874898,0
5637512,45874898,0
2056808786,45874898,0
37474083,45959989,0
49262280,45418390,0
2150693145,34798035,0
144262535,26213783,0
48504682,26213783,0
1723388,26213783,0
4485912,27998798,0
144260371,27998798,0
12492571,27998798,0
2154852,24366958,0
144412108,31144441,0
1793987,31144441,0
144889043,31144441,0
3426055,31144441,0
3318828,31144441,0
3425744,31144441,0
145491725,31144441,0
2426146,28833436,0
1413695406,27416599,0
49137267,21968290,0
5784821,21968290,0
2827586,21968290,0
5143108,21968290,0
5171644,21968290,0
18803236,15202326,0
2111256736,15202326,0
3816424,15202326,0
2018331958,15202326,0
39518893,15202326,0
2305633,31870621,0
15195950,31870621,0
12420674,31870621,0
1414111031,31965925,0
2931274,10279247,0
1734906,10279247,0
1702769,10279247,0
2859571,9268565,0
2112345081,8909945,0
1706942,7793073,0
1808329,7793073,0
2546938,7793073,0
1937632,7814353,0
2069639397,7814353,0
36242374,7814353,0
4511014,7686737,0
144375326,7686737,0
6363851,7686737,0
32495684,246751947,0
1711563,246751947,0
2154102363,246751947,0
144227860,246751947,0
3372063,246751947,0
145882268,246751947,0
2888594,246751947,0
3154180,2206322,0
2698132,2206322,0
145736169,2206322,0
2109416438,106387342,0
2155030253,106387342,0
48144030,106387342,0
1737073455,121369907,0
102688575,121369907,0
89078381,121369907,0
2154459533,121369907,0
48446012,121369907,0
1802616,9136093,0
1783996,9136093,0
144314191,9136093,0
50416785,9136093,0
1782411,9136093,0
7803243,9136093,0
47309980,9136093,0
14721371,10855959,0
2070396186,26663736,0
16841300,34668598,0
47806122,25267949,0
29821224,25267949,0
48226357,25267949,0
2277255,238237900,0
81653606,26455021,0
16773820,41067012,0
14435668,35182700,0
14574244,28884693,0
144482217,56595797,0
1925686,56595797,0
114189441,56595797,0
1685698,56595797,0
1741479,56595797,0
2055297849,56595797,0
1774210,56595797,0
2658323,56595797,0
1843945,56595797,0
143654333,128616345,0
1821867,128616345,0
2157795986,128616345,0
86969527,33648833,0
16726881,12985345,0
16640462,12985345,0
144257662,12985345,0
34672279,37762556,0
20109977,37762556,0
145382258,37762556,0
66092328,37762556,0
6781091,37762556,0
16797484,9775560,0
144106424,40223750,0
7566281,3870352,0
,190876026,0
146655666,190876026,0
2140759094,190876026,0
4930660,34352739,0
2892078,32393490,0
77284899,32393490,0
2219581,32393490,0
2110369262,231653918,0
2111311385,231653918,0
2053664322,231653918,0
2117026630,231653918,0
2072789995,231653918,0
2121934335,231653918,0
2157396793,231653918,0
2118674903,231653918,0
48090859,231653918,0
33583152,28288333,0
16721756,7177140,0
2107540096,5124913,0
52609981,34285548,0
16572484,34285548,0
96723086,34285548,0
152898162,34285548,0
2119278872,34285548,0
34948699,23374425,0
2051354978,23374425,0
46932354,23374425,0
2690818,23374425,0
47597718,23374425,0
48229957,23374425,0
2053695084,23374425,0
2081391794,23374425,0
3603981,23374425,0
2054473409,232775139,0
9452165,232775139,0
40241836,232775139,0
152506137,232775139,0
144411970,232775139,0
144618699,232775139,0
144082425,232775139,0
89020523,158118888,0
2137231750,245518847,0
2147457516,245518847,0
8063509,245518847,0
50480424,140560471,0
4666226,146084461,0
2122804645,126074967,0
2146625945,126074967,0
2111830619,126074967,0
40860108,126074967,0
35019818,126074967,0
2152352819,126074967,0
2924627,126074967,0
103340285,119451691,0
143751523,119451691,0
2107363417,119451691,0
152277314,133940359,0
102938699,133940359,0
101229370,133940359,0
46923732,24215794,0
2072171583,22054668,0
4600583,22054668,0
13439055,22054668,0
5775706,21556568,0
46348651,21556568,0
145492089,21556568,0
46270317,21556568,0
12046196,21556568,0
2109751117,21556568,0
39781303,21556568,0
2108720302,21556568,0
1755690,21556568,0
51077171,30959469,0
34473785,30959469,0
31310597,30959469,0
2058635623,28995877,0
14757979,29099675,0
117828336,39405780,0
6948023,36618621,0
2113385766,36618621,0
22440682,36618621,0
16198612,35789250,0
2402249,33939345,0
3462536,33939345,0
3459472,33939345,0
103869816,33939345,0
3461493,33939345,0
6843298,36949242,0
104079287,36949242,0
145866562,36949242,0
6740893,36949242,0
1398510823,36949242,0
14178615,33280108,0
7202906,53754215,0
2109580253,53754215,0
2108105938,53754215,0
46900757,53754215,0
5930507,53754215,0
2108569318,53754215,0
2050350,53754215,0
4471721,53754215,0
5436057,53754215,0
79662692,52959866,0
144200914,52959866,0
1470750357,52959866,0
34568449,46122191,0
145094004,46122191,0
2053023711,46122191,0
39014768,46122191,0
14391195,46122191,0
2108795866,46122191,0
5902091,46122191,0
50006367,46122191,0
30929712,46122191,0
4620609,43226706,0
6064686,43226706,0
2983926,43226706,0
143679213,43226706,0
5633480,43226706,0
5519813,43084157,0
1420874471,7734206,0
1415127314,7734206,0
32718416,7734206,0
4770316,4023837,0
5837331,4023837,0
3944070,4023837,0
103030904,228091887,0
122956789,228091887,0
74403959,228091887,0
153367109,228091887,0
2996242,228091887,0
152327433,1959962,0
1784669,1959962,0
1791643,1959962,0
4441033,2893001,0
2144260739,52236,0
93786719,52236,0
2111776482,52236,0
144491646,41283643,0
2856135,41283643,0
79516093,41283643,0
48749299,41283643,0
8892179,41283643,0
144594323,41283643,0
2122871101,41283643,0
80881543,41283643,0
2528515,41283643,0
48471469,41283643,0
6765624,41283643,0
83120188,41283643,0
3666762,41283643,0
2134679,41283643,0
6999314,41283643,0
8631487,20019491,0
102910190,20019491,0
2058128219,20019491,0
47200373,20019491,0
5712060,20019491,0
1396295375,20019491,0
5141839,20019491,0
2059585586,203314113,0
6064078,31192497,0
145731924,31192497,0
4298972,31192497,0
33443642,41941337,0
30311180,20987464,0
48844918,20987464,0
2049382149,20987464,0
47802066,20987464,0
2077631861,20987464,0
77962680,20987464,0
4205723,20987464,0
50597062,20987464,0
47840556,20987464,0
16983526,27717248,0
3421739,42334854,0
48002168,42334854,0
15900313,42334854,0
4119223,33749822,0
143882352,33749822,0
5192639,33749822,0
52238333,33749822,0
145143095,33749822,0
144196595,21324677,0
153024464,36570610,0
48489072,36570610,0
49754356,36570610,0
38369658,36570610,0
5651498,36570610,0
34888077,171093222,0
104298693,171638109,0
5661427,2862006,0
98124654,210446996,0
1400342745,19915136,0
14577484,29482050,0
5182516,29928409,0
5533594,47241850,0
3036245,47241850,0
2418684,47241850,0
5317723,12381009,0
2129988,12381009,0
4058497,12381009,0
16240530,20318492,0
6712823,20318492,0
13865514,20318492,0
2158044661,33161957,0
6487631,33161957,0
46744205,33161957,0
10105592,33161957,0
4981464,33161957,0
14208780,33161957,0
50405374,33161957,0
2189944,33161957,0
2202670,33161957,0
49757168,40801496,0
143950844,19712056,0
145788385,92016870,0
47981977,11162827,0
144947384,3719283,0
4864511,3719283,0
8108811,3719283,0
2470346,3719283,0
3673742,3719283,0
33383688,3259833,0
1690341,3259833,0
144662723,3259833,0
37758428,11233192,0
13656196,44411002,0
13461503,44411002,0
2143625035,44411002,0
86951270,39956739,0
120332551,226597978,0
2096031855,43765335,0
2092469982,43765335,0
1422406045,43765335,0
2156870028,247201725,0
16132520,247201725,0
2156868496,247201725,0
5888854,247201725,0
4474883,247201725,0
35473074,38928357,0
5639718,38928357,0
48340381,38928357,0
2638987,229315875,0
2255359,32587045,0
7173720,32587045,0
145240060,32587045,0
7954015,32587045,0
2058868600,32587045,0
2370888,32587045,0
5641527,32587045,0
6118897,35756371,0
11119977,229316643,0
2864837,229316643,0
4098953,229316643,0
3880961,229316643,0
2033956949,229316643,0
5002176,229316643,0
5179835,229316643,0
4304447,229316643,0
6108261,229316643,0
27107652,229316643,0
5915572,229316643,0
1968820,125627816,0
1713120,209930408,0
3187968,209930408,0
1398824411,209930408,0
2144179845,89664903,0
2108600943,89664903,0
27060296,89664903,0
2055809338,89664903,0
121090343,89664903,0
9328789,247812440,0
2837177,247812440,0
2150514037,247812440,0
143978762,16923867,0
2140162,16923867,0
3579767,16923867,0
36968328,14130261,0
2587889,16769709,0
2196760,16769709,0
2564529,16769709,0
50125769,38793640,0
2545963,38793640,0
4734460,38793640,0
2186673,38793640,0
7606149,38793640,0
4467392,38793640,0
1810753,38793640,0
8451292,235776716,0
2044547339,235776716,0
9202852,235776716,0
2127956054,248323262,0
6256483,248323262,0
32678490,248323262,0
117844615,139824664,0
145826681,139824664,0
28098114,139824664,0
2111405429,248241782,0
6155440,34709563,0
1855779,34709563,0
12838732,34709563,0
5763505,39153326,0
2376797,12972658,0
1725740,12972658,0
145166382,12972658,0
2630062,238736140,0
2151717,225538939,0
2023348,225538939,0
49902943,225538939,0
52384142,240966803,0
5831712,205688512,0
91309239,205688512,0
13298651,205688512,0
144257918,205688512,0
34821908,205688512,0
50468836,182046380,0
6563385,182046380,0
15854108,182046380,0
146025444,182046380,0
2256786,182046380,0
7173119,182046380,0
10151469,182046380,0
101259009,189352130,0
2069793791,189352130,0
2069787061,189352130,0
153378244,127409870,0
3059733,127409870,0
2636418,127409870,0
1712312,43747534,0
5036252,224780615,0
5253226,224780615,0
5603790,224780615,0
40342043,224780615,0
28290441,224780615,0
2093692423,224780615,0
34790281,224780615,0
46989804,159329194,0
2288212,159329194,0
119147093,159329194,0
9366281,235078040,0
34762638,235078040,0
39502013,235078040,0
2100935214,235078040,0
1666234715,235078040,0
2088354824,235078040,0
2097213156,235078040,0
8195733,235078040,0
2115497367,235078040,0
6514678,235078040,0
49735461,235078040,0
3086503,235078040,0
3837703,235078040,0
27975438,235078040,0
36245210,235078040,0
48939440,174810886,0
153187135,174810886,0
2100057084,174810886,0
2065953637,219284399,0
6334408,219284399,0
5142999,219284399,0
4862737,236163417,0
12589411,236163417,0
3856138,236163417,0
49477002,231304001,0
2111032673,231304001,0
50858006,231304001,0
50859553,231304001,0
2027501371,231304001,0
10723308,231304001,0
6227414,231304001,0
40129533,231304001,0
5231514,231304001,0
66712449,215795686,0
1397912208,215795686,0
1397670829,215795686,0
2145493272,210386448,0
2140107907,207224331,0
143869028,207224331,0
4442509,207224331,0
96449775,207224331,0
153865959,207224331,0
145955349,206371319,0
150019438,196515775,0
3233940,159090289,0
2054946750,161478975,0
147712549,192030515,0
46880068,119120736,0
101463268,119120736,0
2793189,119120736,0
48011205,81056749,0
14303824,81056749,0
3228120,81056749,0
87703306,81056749,0
144495918,81056749,0
153009418,26375831,0
3325567,25697451,0
49559787,25697451,0
2146958362,25697451,0
2564744,25697451,0
1991613,25697451,0
47690603,25697451,0
5524577,25697451,0
2124622623,39287782,0
152566889,39525934,0
15221399,39525934,0
5386496,39525934,0
39759946,36635909,0
1785410,36635909,0
46355228,36635909,0
48947881,35846680,0
5730611,35846680,0
2511030,35846680,0
3349133,35846680,0
1852095,35846680,0
7983511,15962009,0
7534708,15962009,0
2112780523,15962009,0
2111070392,15962009,0
8098094,15962009,0
7289195,224321528,0
6234644,224321528,0
50573630,224321528,0
1393268324,214051689,0
49473444,214051689,0
2067548751,214051689,0
2058266565,232317560,0
2108384213,232317560,0
2115743845,232317560,0
2091578644,237798170,0
22538580,244320925,0
49402222,199436237,0
14574825,199436237,0
66084574,199436237,0
81218864,199436237,0
143841841,199436237,0
6720857,8933057,0
49454774,235453436,0
2769071,235453436,0
2593525,235453436,0
69876764,198572865,0
6267601,206388255,0
40464193,206388255,0
3101333,206388255,0
30539658,138373567,0
92318303,138373567,0
2110787885,138373567,0
4655083,138373567,0
20457754,138373567,0
2152360439,138373567,0
3037848,138373567,0
145426266,203707256,0
94828080,203425160,0
117261411,163014451,0
92820096,120097159,0
93961411,120097159,0
98800293,120097159,0
83667704,144519414,0
2542754,53209099,0
10683503,53209099,0
4466788,53209099,0
35201691,53209099,0
3728348,53209099,0
33568237,53209099,0
2990591,53209099,0
1815072,53209099,0
1804561,53209099,0
144215521,38558135,0
1752546469,37833793,0
1684627,37833793,0
9567811,37833793,0
5757352,37833793,0
28395280,37833793,0
2114306750,37833793,0
11679595,37833793,0
14487917,37833793,0
3076112,37833793,0
47700947,37833793,0
15277951,37833793,0
144390743,37833793,0
48124227,37833793,0
152383211,37833793,0
3633596,37833793,0
144073726,31765041,0
47300428,27714189,0
47353919,27952809,0
48974718,24906786,0
32047589,24906786,0
4919179,24906786,0
113151906,25060548,0
2143764947,25060548,0
2153496300,25060548,0
48930968,56142888,0
10371743,56142888,0
8904872,56142888,0
1925384,56142888,0
4505052,56142888,0
145087747,67800761,0
30846370,67800761,0
2117877545,67800761,0
47949197,67800761,0
2066639384,67800761,0
37313465,23358070,0
2055657755,23358070,0
97512793,23358070,0
,13024712,0
2717332,13024712,0
145453454,8473583,0
37655674,8473583,0
6384399,8473583,0
2108358345,8473583,0
46328099,8473583,0
144245984,8343733,0
3203819,8343733,0
1816080,8343733,0
2107656323,21480715,0
2786324,21480715,0
5956306,21480715,0
2907900,15258551,0
48605037,5588860,0
1412856344,5588860,0
145917549,5588860,0
31709971,3584180,0
2558299,3584180,0
11260953,3584180,0
66280233,3584180,0
5393432,3584180,0
144714592,9919588,0
13106703,199506022,0
2078653,199506022,0
145986036,199506022,0
32875024,199506022,0
2145058901,199506022,0
2116964590,199506022,0
49897817,199506022,0
2108781213,199506022,0
2070106755,199506022,0
5741175,199506022,0
4705177,199506022,0
1684089,199506022,0
1731204677,199506022,0
2116227385,199506022,0
2154459316,199506022,0
2069177943,182349229,0
2111304586,182349229,0
2155493940,182349229,0
1747922,32550384,0
2184382,32550384,0
3143050,32550384,0
152131612,40926978,0
39121022,5505652,0
82186201,45050611,0
144147141,45050611,0
39770431,45050611,0
7946892,42715210,0
15907560,42715210,0
145751984,42715210,0
2132726,42754104,0
2118692598,42754104,0
92129919,42754104,0
38796005,40536084,0
15674973,40536084,0
3087965,40536084,0
2942732,34638400,0
146117872,36528687,0
8052835,13153479,0
143983698,13153479,0
5354119,13153479,0
7789083,13153479,0
4488792,13153479,0
2107594303,44866314,0
145826289,46871649,0
7205921,46871649,0
3692389,46871649,0
3633854,29408403,0
50177699,34848896,0
47278893,34848896,0
1688629,34848896,0
