authorId,url,name,affiliations,homepage,paperCount,citationCount,hIndex,fake,institutionid
7265495,https://www.semanticscholar.org/author/7265495,James C. Petrovich,[],,26,157,9,0,4186
40861575,https://www.semanticscholar.org/author/40861575,Mary K. Twis,[],,23,101,6,0,4301
2073784912,https://www.semanticscholar.org/author/2073784912,S. Evans,[],,5,15,3,0,2250
6880566,https://www.semanticscholar.org/author/6880566,A. Manandhar,[],,24,147,7,0,4238
51139589,https://www.semanticscholar.org/author/51139589,T. Ledeneva,[],,19,27,4,0,4263
123066510,https://www.semanticscholar.org/author/123066510,J. Kolbuszewski,[],,44,6,1,0,4098
1471169735,https://www.semanticscholar.org/author/1471169735,Regine M. Gilbert,[],,11,12,1,0,3170
15286113,https://www.semanticscholar.org/author/15286113,N. Medcalf,[],,55,554,15,0,419
6539599,https://www.semanticscholar.org/author/6539599,P. Srisan,[],,13,501,8,0,3086
11389934,https://www.semanticscholar.org/author/11389934,Sangravee Juhong,[],,1,10,1,0,7463
14448741,https://www.semanticscholar.org/author/14448741,W. Kanjanapatanakul,[],,4,45,2,0,5734
31042456,https://www.semanticscholar.org/author/31042456,Abubakar Sharif,[],,50,352,11,0,6185
144454648,https://www.semanticscholar.org/author/144454648,J. Ouyang,[],,115,1129,19,0,1457
144934529,https://www.semanticscholar.org/author/144934529,K. Arshad,[],,139,1610,19,0,4967
153338022,https://www.semanticscholar.org/author/153338022,M. Imran,[],,194,1257,18,0,5149
1997379,https://www.semanticscholar.org/author/1997379,Q. Abbasi,[],,639,4927,34,0,562
144982543,https://www.semanticscholar.org/author/144982543,C. Unnithan,[],,112,397,10,0,8471
144461184,https://www.semanticscholar.org/author/144461184,E. Chan,[],,37,124,7,0,1344
2196534,https://www.semanticscholar.org/author/2196534,P. Swatman,[],,190,3244,26,0,1404
20353786,https://www.semanticscholar.org/author/20353786,G. Wylie,[],,13,116,5,0,6222
38559013,https://www.semanticscholar.org/author/38559013,Zoë Young,[],,6,47,3,0,5556
5606433,https://www.semanticscholar.org/author/5606433,R. Littleford,[],,70,1174,19,0,499
49119909,https://www.semanticscholar.org/author/49119909,F. Sullivan,[],,116,2783,23,0,6512
1871985,https://www.semanticscholar.org/author/1871985,J. Coyle,[],,43,2338,17,0,8339
144531222,https://www.semanticscholar.org/author/144531222,B. Williams,[],,102,2737,21,0,8036
4599691,https://www.semanticscholar.org/author/4599691,H. Menz,[],,580,25053,85,0,325
4067966,https://www.semanticscholar.org/author/4067966,S. Ogston,[],,182,8457,51,0,3687
2118077161,https://www.semanticscholar.org/author/2118077161,Jacqui H Morris,[],,97,1886,19,0,4169
4075373,https://www.semanticscholar.org/author/4075373,M. Donaldson,[],,88,701,15,0,4930
7308423,https://www.semanticscholar.org/author/7308423,J. Goodchild,[],,74,496,11,0,5405
40638151,https://www.semanticscholar.org/author/40638151,Jane Ziegler,[],,75,230,8,0,3164
144056379,https://www.semanticscholar.org/author/144056379,Satoshi Watanabe,[],,102,2174,12,0,6665
70117134,https://www.semanticscholar.org/author/70117134,S. Kotsuki,[],,82,383,13,0,3167
2032223,https://www.semanticscholar.org/author/2032223,S. Kanae,[],,370,21331,55,0,7928
145632198,https://www.semanticscholar.org/author/145632198,Kenji Tanaka,[],,172,2921,22,0,4891
49783256,https://www.semanticscholar.org/author/49783256,A. Higuchi,[],,94,546,14,0,6306
2108215740,https://www.semanticscholar.org/author/2108215740,Soo-Young Lee,[],,10,48,4,0,5160
7023574,https://www.semanticscholar.org/author/7023574,Y. Koo,[],,61,742,17,0,7791
150077879,https://www.semanticscholar.org/author/150077879,Dae-Hyung Lee,[],,29,120,6,0,5682
14469286,https://www.semanticscholar.org/author/14469286,H. Javanmardi,[],,8,83,4,0,7643
39904764,https://www.semanticscholar.org/author/39904764,A. Abbasi,[],,205,2240,27,0,1687
14489464,https://www.semanticscholar.org/author/14489464,H. Bagheri,[],,159,4764,40,0,2758
49981137,https://www.semanticscholar.org/author/49981137,Tong Wang,[],,41,318,10,0,1364
46453254,https://www.semanticscholar.org/author/46453254,Hailong Jin,[],,30,123,6,0,4487
6374222,https://www.semanticscholar.org/author/6374222,U. Kreuter,[],,107,3280,32,0,4033
3979665,https://www.semanticscholar.org/author/3979665,H. Feng,[],,115,1348,21,0,8319
49967823,https://www.semanticscholar.org/author/49967823,D. Hennessy,[],,286,4774,33,0,7671
46667806,https://www.semanticscholar.org/author/46667806,R. Teague,[],,39,713,13,0,3929
48744889,https://www.semanticscholar.org/author/48744889,Yuyuan Che,[],,13,58,3,0,6285
145585059,https://www.semanticscholar.org/author/145585059,K. Phillips,[],,395,326,6,0,6288
5082872,https://www.semanticscholar.org/author/5082872,A. Lanzavecchia,[],,507,111265,153,0,4799
2205810468,https://www.semanticscholar.org/author/2205810468,Nguyen Cuong Nam,[],,2,0,0,0,5386
2070396817,https://www.semanticscholar.org/author/2070396817,P. Nichols,[],,11,47,4,0,7750
51302372,https://www.semanticscholar.org/author/51302372,K. Mutter,[],,20,22,3,0,2741
9198791,https://www.semanticscholar.org/author/9198791,Priyanka A. Wagh,[],,4,23,2,0,1166
39984458,https://www.semanticscholar.org/author/39984458,Rohit R. Pawar,[],,6,47,3,0,5461
2473130,https://www.semanticscholar.org/author/2473130,S. Nalbalwar,[],,167,774,15,0,4249
2132914,https://www.semanticscholar.org/author/2132914,E. Che,[],,13,174,4,0,1366
1751136,https://www.semanticscholar.org/author/1751136,H. Tuan,[],,355,8818,46,0,7542
1693287,https://www.semanticscholar.org/author/1693287,Ha H. Nguyen,[],,305,3594,28,0,3986
1769111,https://www.semanticscholar.org/author/1769111,A. Millonig,[],,52,756,15,0,3419
2483983,https://www.semanticscholar.org/author/2483983,G. Maierbrugger,[],,5,9,2,0,5404
2076511886,https://www.semanticscholar.org/author/2076511886,Eva Favry,[],,3,8,2,0,5700
4266258,https://www.semanticscholar.org/author/4266258,F. Mensonides,[],,20,805,10,0,3410
4973703,https://www.semanticscholar.org/author/4973703,S. Brul,[],,268,9414,49,0,5744
4323974,https://www.semanticscholar.org/author/4323974,K. Hellingwerf,[],,427,17262,72,0,6124
32210047,https://www.semanticscholar.org/author/32210047,Barbara M. Bakker,['University of Groningen'],https://www.rug.nl/staff/b.m.bakker/,154,9511,43,0,6076
8183327,https://www.semanticscholar.org/author/8183327,M. J. Teixeira de Mattos,[],,53,2886,30,0,3959
14108732,https://www.semanticscholar.org/author/14108732,L. Stanislavchuk,[],,12,1,1,0,7154
2090906062,https://www.semanticscholar.org/author/2090906062,R. V. Isakov,[],,14,8,2,0,2209
1383476181,https://www.semanticscholar.org/author/1383476181,M. Mabrouk,[],,4,3,1,0,3280
6457088,https://www.semanticscholar.org/author/6457088,L. T. Sushkova,[],,32,47,4,0,6624
2061721570,https://www.semanticscholar.org/author/2061721570,H. Yoshikawa,[],,38,109,6,0,4396
144495747,https://www.semanticscholar.org/author/144495747,I. Oka,[],,154,466,11,0,99
145225043,https://www.semanticscholar.org/author/145225043,C. Fujiwara,[],,54,82,4,0,1540
1476162861,https://www.semanticscholar.org/author/1476162861,Hyun-Chulchoi,[],,1,0,0,0,7723
2109583730,https://www.semanticscholar.org/author/2109583730,Se-Yun Kim,[],,100,429,11,0,599
9084816,https://www.semanticscholar.org/author/9084816,J. Ra,[],,134,642,12,0,5314
5538696,https://www.semanticscholar.org/author/5538696,Kamila Lenkiewicz,[],,5,29,3,0,7844
3581519,https://www.semanticscholar.org/author/3581519,Tomasz Srebnicki,[],,18,48,4,0,5036
4853679,https://www.semanticscholar.org/author/4853679,A. Bryńska,[],,50,275,8,0,5986
115420782,https://www.semanticscholar.org/author/115420782,G. Rey Vázquez,[],,10,444,8,0,1518
32600482,https://www.semanticscholar.org/author/32600482,F. Meijide,[],,29,661,13,0,3135
115389359,https://www.semanticscholar.org/author/115389359,F. L. Lo Nostro,[],,42,899,19,0,433
2002682,https://www.semanticscholar.org/author/2002682,K. Uchida,[],,293,3583,31,0,718
144051660,https://www.semanticscholar.org/author/144051660,C. Miki,[],,255,5040,37,0,480
6478620,https://www.semanticscholar.org/author/6478620,M. Inoue,[],,146,1176,20,0,7108
1767672,https://www.semanticscholar.org/author/1767672,K. Otake,[],,84,702,16,0,5040
3391776,https://www.semanticscholar.org/author/3391776,S. Yoshiyama,[],,86,1225,21,0,7525
6828850,https://www.semanticscholar.org/author/6828850,T. Araki,[],,224,2637,28,0,458
2111047263,https://www.semanticscholar.org/author/2111047263,Hideki Watanabe,[],,82,367,13,0,8362
6079547,https://www.semanticscholar.org/author/6079547,Y. Okita,[],,139,1090,18,0,3690
3214309,https://www.semanticscholar.org/author/3214309,M. Kusunoki,[],,799,14552,57,0,8005
27016132,https://www.semanticscholar.org/author/27016132,H. Jiao,[],,38,340,10,0,5805
41154933,https://www.semanticscholar.org/author/41154933,Tao Wang,['nanjing university of science and technology'],,628,2949,26,0,561
2148474588,https://www.semanticscholar.org/author/2148474588,Heli Gao,,,,,,0,7259
34732151,https://www.semanticscholar.org/author/34732151,Lishuang Feng,[],,169,879,16,0,4190
2153230035,https://www.semanticscholar.org/author/2153230035,Honghao Ma,[],,17,62,3,0,2882
50042010,https://www.semanticscholar.org/author/50042010,X. Gu,[],,8,75,3,0,5986
2156089125,https://www.semanticscholar.org/author/2156089125,H. J. Chen,[],,3,1,1,0,5394
1491070985,https://www.semanticscholar.org/author/1491070985,X. M. Chen,[],,6,52,2,0,2424
2148820827,https://www.semanticscholar.org/author/2148820827,T. Xu,[],,7,7,2,0,621
10749545,https://www.semanticscholar.org/author/10749545,Z. Qiu,[],,15,107,5,0,1525
2107630264,https://www.semanticscholar.org/author/2107630264,L. Q. Wu,[],,2,3,1,0,5498
2054963183,https://www.semanticscholar.org/author/2054963183,W. Dai,[],,14,47,3,0,7481
3806974,https://www.semanticscholar.org/author/3806974,S. Ying,[],,163,4605,32,0,6922
2107688532,https://www.semanticscholar.org/author/2107688532,Y. Dai,[],,22,280,7,0,8695
2630510,https://www.semanticscholar.org/author/2630510,D. Lindberg,[],,163,4644,25,0,2638
35185410,https://www.semanticscholar.org/author/35185410,R. Andersen,[],,99,7464,49,0,1742
88272605,https://www.semanticscholar.org/author/88272605,B. Sæther,[],,289,16065,70,0,3333
4086458,https://www.semanticscholar.org/author/4086458,H. C. Pedersen,[],,49,2370,23,0,4837
15986786,https://www.semanticscholar.org/author/15986786,A. Marroccoli,[],,1,0,0,0,4768
7021738,https://www.semanticscholar.org/author/7021738,M. Bernheim,[],,132,1287,17,0,7497
145664618,https://www.semanticscholar.org/author/145664618,Shivnath Babu,[],,148,13681,44,0,6620
1799376,https://www.semanticscholar.org/author/1799376,G. Graefe,[],,231,9800,46,0,4177
2121201,https://www.semanticscholar.org/author/2121201,Harumi A. Kuno,[],,83,4499,25,0,6239
2517066,https://www.semanticscholar.org/author/2517066,Z. Ullah,[],,48,160,7,0,7765
15130993,https://www.semanticscholar.org/author/15130993,Z. Rehman,[],,45,583,16,0,5385
144383185,https://www.semanticscholar.org/author/144383185,Yulong Yin,[],,702,25814,75,0,2053
3483687,https://www.semanticscholar.org/author/3483687,H. Stein,[],,575,11156,56,0,7879
145418682,https://www.semanticscholar.org/author/145418682,Z. Hayat,[],,94,883,17,0,7945
6569655,https://www.semanticscholar.org/author/6569655,G. Ahmed,[],,4,30,2,0,8710
29343648,https://www.semanticscholar.org/author/29343648,M. Nisa,[],,65,946,16,0,6395
49838098,https://www.semanticscholar.org/author/49838098,M. Akhtar,[],,128,2994,30,0,7971
29749770,https://www.semanticscholar.org/author/29749770,M. Sarwar,[],,148,2642,27,0,1572
153640001,https://www.semanticscholar.org/author/153640001,M. Valentino,[],,20,524,8,0,2807
153105887,https://www.semanticscholar.org/author/153105887,L. Mont,[],,152,2399,19,0,8759
3617357,https://www.semanticscholar.org/author/3617357,L. Aguinaga,[],,72,6034,31,0,5439
3977172,https://www.semanticscholar.org/author/3977172,I. Anguera,[],,136,4170,26,0,3108
34230734,https://www.semanticscholar.org/author/34230734,I. Eizmendi,[],,4,24,2,0,1391
2210364535,https://www.semanticscholar.org/author/2210364535,J. Sánchez,[],,4,25,2,0,2727
13936999,https://www.semanticscholar.org/author/13936999,L. Guillamón,[],,6,5,2,0,3021
145311364,https://www.semanticscholar.org/author/145311364,M. Matas,[],,29,633,12,0,654
2533508,https://www.semanticscholar.org/author/2533508,J. Brugada,[],,964,57418,105,0,3347
2352508,https://www.semanticscholar.org/author/2352508,M. Gerson,[],,149,2297,25,0,8094
50633566,https://www.semanticscholar.org/author/50633566,J. Mantil,[],,53,2080,21,0,8507
2107215408,https://www.semanticscholar.org/author/2107215408,J. Allen,[],,14,253,6,0,7344
49893490,https://www.semanticscholar.org/author/49893490,A. Mandi,[],,8,16,3,0,5789
15773938,https://www.semanticscholar.org/author/15773938,G. Galfóczy,[],,1,1,1,0,6033
48411538,https://www.semanticscholar.org/author/48411538,É. Galambos,[],,14,174,4,0,1317
87330323,https://www.semanticscholar.org/author/87330323,C. Li,[],,425,11868,53,0,7803
144896695,https://www.semanticscholar.org/author/144896695,W. Sauer,[],,40,45,4,0,4364
4380850,https://www.semanticscholar.org/author/4380850,K. Fargen,[],,293,4648,37,0,8159
1435467712,https://www.semanticscholar.org/author/1435467712,T. O'connor,[],,20,137,6,0,4949
2072083814,https://www.semanticscholar.org/author/2072083814,Steven Raymond,[],,2,28,1,0,578
5405145,https://www.semanticscholar.org/author/5405145,Justin M. Sporrer,[],,7,107,3,0,1460
145476980,https://www.semanticscholar.org/author/145476980,W. Friedman,[],,295,17015,61,0,355
2873234,https://www.semanticscholar.org/author/2873234,N. Simicevic,[],,107,1443,20,0,7666
113034929,https://www.semanticscholar.org/author/113034929,Feihua Yang,[],,50,1063,16,0,501
9808081,https://www.semanticscholar.org/author/9808081,Beiguo Long,[],,9,93,5,0,191
51119645,https://www.semanticscholar.org/author/51119645,Yi Tan,[],,14,212,6,0,7789
6680427,https://www.semanticscholar.org/author/6680427,Y. Gong,[],,7,175,3,0,6563
48632632,https://www.semanticscholar.org/author/48632632,Weifeng Ma,[],,21,165,7,0,7437
3808981,https://www.semanticscholar.org/author/3808981,M. Mengozzi,[],,96,4763,35,0,4260
39573979,https://www.semanticscholar.org/author/39573979,A. Hesketh,[],,91,5249,33,0,70
2656951,https://www.semanticscholar.org/author/2656951,G. Bucca,[],,87,6220,31,0,4492
2377072,https://www.semanticscholar.org/author/2377072,P. Ghezzi,[],,392,29067,82,0,1953
2110029321,https://www.semanticscholar.org/author/2110029321,Colin P. Smith,[],,90,7137,38,0,3095
1400787584,https://www.semanticscholar.org/author/1400787584,Marta Pascual-Sáez,[],,34,182,8,0,1871
1413791108,https://www.semanticscholar.org/author/1413791108,D. Cantarero-Prieto,[],,63,421,10,0,3095
1400787570,https://www.semanticscholar.org/author/1400787570,C. Blázquez-Fernández,[],,24,416,10,0,772
2096320,https://www.semanticscholar.org/author/2096320,T. Beer,[],,539,27415,72,0,1038
47875025,https://www.semanticscholar.org/author/47875025,W. Huige,[],,15,59,3,0,1062
2093585666,https://www.semanticscholar.org/author/2093585666,Wang Caifen,[],,12,31,3,0,2911
48021297,https://www.semanticscholar.org/author/48021297,Cao Hao,[],,7,20,2,0,4847
52550528,https://www.semanticscholar.org/author/52550528,J. Temperman,[],,85,263,8,0,7383
2375611,https://www.semanticscholar.org/author/2375611,L. J. Davis,[],,47,302,10,0,4822
1800323,https://www.semanticscholar.org/author/1800323,Daibing Zhang,[],,74,816,15,0,3186
2115535381,https://www.semanticscholar.org/author/2115535381,Xun Wang,[],,11,230,6,0,4040
1800688,https://www.semanticscholar.org/author/1800688,Weiwei Kong,[],,24,342,9,0,2758
49998789,https://www.semanticscholar.org/author/49998789,K. Tajima,[],,28,238,10,0,4608
78287265,https://www.semanticscholar.org/author/78287265,K. Mashita,[],,71,209,8,0,5706
153864586,https://www.semanticscholar.org/author/153864586,T. Yamane,[],,17,142,6,0,3971
145550041,https://www.semanticscholar.org/author/145550041,H. Yoshikawa,[],,49,615,15,0,416
2053403512,https://www.semanticscholar.org/author/2053403512,S. Kawamura,[],,9,87,5,0,4428
2157232932,https://www.semanticscholar.org/author/2157232932,J. Kang,[],,9,48,3,0,2622
145070750,https://www.semanticscholar.org/author/145070750,Y. Kajiyama,[],,17,10,2,0,4784
50581648,https://www.semanticscholar.org/author/50581648,K. Moriwaki,[],,69,747,14,0,343
5914306,https://www.semanticscholar.org/author/5914306,S. Tarui,[],,662,13538,56,0,1638
2126285263,https://www.semanticscholar.org/author/2126285263,Fernando García Naharro,[],,5,2,1,0,6161
40587772,https://www.semanticscholar.org/author/40587772,M. Dawes,[],,4,0,0,0,8203
144852963,https://www.semanticscholar.org/author/144852963,M. Magdoń,[],,85,63,4,0,2104
4357052,https://www.semanticscholar.org/author/4357052,K. Mruk,[],,38,30,1,0,5269
120784697,https://www.semanticscholar.org/author/120784697,M. Dybicz,[],,3,0,0,0,6144
5366295,https://www.semanticscholar.org/author/5366295,T. Beşe,[],,77,1092,18,0,170
84065534,https://www.semanticscholar.org/author/84065534,I. Cansever,[],,3,2,1,0,5928
66435209,https://www.semanticscholar.org/author/66435209,F. Demirkıran,[],,105,1103,18,0,8197
4734459,https://www.semanticscholar.org/author/4734459,Ş. İlvan,[],,102,1330,19,0,2618
5405811,https://www.semanticscholar.org/author/5405811,M. Arvas,[],,101,990,17,0,8197
10429783,https://www.semanticscholar.org/author/10429783,C. Sanioglu,[],,23,212,7,0,4492
13743780,https://www.semanticscholar.org/author/13743780,D. Kosebay,[],,25,258,6,0,1865
2107741735,https://www.semanticscholar.org/author/2107741735,R. Clark,[],,7,46,4,0,6236
1847020,https://www.semanticscholar.org/author/1847020,R. Phillips,[],,448,10078,48,0,5984
40511346,https://www.semanticscholar.org/author/40511346,R. D. Norman,[],,54,1138,21,0,5636
12063279,https://www.semanticscholar.org/author/12063279,G. C. Crary,[],,4,13,2,0,1840
5203253,https://www.semanticscholar.org/author/5203253,F. Marsch,[],,11,12,2,0,3521
2064724772,https://www.semanticscholar.org/author/2064724772,Di Cao,[],,2,12,1,0,7454
2151166084,https://www.semanticscholar.org/author/2151166084,Jun Lu,[],,9,8,2,0,1892
3831670,https://www.semanticscholar.org/author/3831670,Yanlei Jia,[],,9,137,4,0,1539
1421157409,https://www.semanticscholar.org/author/1421157409,A. Rubens-Duval,[],,164,31,3,0,8061
81133579,https://www.semanticscholar.org/author/81133579,T. Wheeler,[],,68,2419,28,0,5423
16906921,https://www.semanticscholar.org/author/16906921,G. MEYER BURGDORFF,[],,1,0,0,0,6141
8268147,https://www.semanticscholar.org/author/8268147,E. Jecht,[],,40,367,10,0,6825
80257295,https://www.semanticscholar.org/author/80257295,S. Christoph,[],,3,1,1,0,6313
2107426049,https://www.semanticscholar.org/author/2107426049,D. Yu,[],,65,173,6,0,6054
92103439,https://www.semanticscholar.org/author/92103439,D. Newsham,[],,35,84,6,0,7833
2157842115,https://www.semanticscholar.org/author/2157842115,Y. Luo,[],,237,2902,20,0,7213
153328742,https://www.semanticscholar.org/author/153328742,A. Smirnov,[],,153,1080,17,0,6817
2107575523,https://www.semanticscholar.org/author/2107575523,J. Yu,[],,51,2156,15,0,6407
34634740,https://www.semanticscholar.org/author/34634740,J. Lewellen,[],,184,1509,19,0,2733
145095618,https://www.semanticscholar.org/author/145095618,J. Smedley,[],,176,1615,21,0,3796
1412859552,https://www.semanticscholar.org/author/1412859552,T. Srinivasan-Rao,[],,95,746,14,0,3206
49096955,https://www.semanticscholar.org/author/49096955,A. Zholents,[],,328,3372,28,0,2509
39228419,https://www.semanticscholar.org/author/39228419,R. Malina,[],,246,7616,44,0,1004
2242143,https://www.semanticscholar.org/author/2242143,A. Dacosta,[],,29,191,6,0,7573
8137676,https://www.semanticscholar.org/author/8137676,C. Comtet,[],,24,378,9,0,3055
3070353,https://www.semanticscholar.org/author/3070353,B. Tardy,[],,168,6423,34,0,8136
39955130,https://www.semanticscholar.org/author/39955130,J. Guy,[],,54,157,6,0,559
2316238,https://www.semanticscholar.org/author/2316238,Y. Page,[],,58,3366,17,0,1122
4394764,https://www.semanticscholar.org/author/4394764,F. Zéni,[],,111,4346,37,0,2030
145085192,https://www.semanticscholar.org/author/145085192,J. Bertrand,[],,80,2198,25,0,4621
11965248,https://www.semanticscholar.org/author/11965248,M. Paciorek,[],,7,51,3,0,7896
1421591582,https://www.semanticscholar.org/author/1421591582,R. D'altorio,[],,28,228,7,0,275
2084201421,https://www.semanticscholar.org/author/2084201421,G. Gleeson,[],,3,3,1,0,161
4287758,https://www.semanticscholar.org/author/4287758,G. Allali,[],,232,5168,37,0,4212
1729456607,https://www.semanticscholar.org/author/1729456607,M. Uginet,[],,12,58,4,0,4679
7388509,https://www.semanticscholar.org/author/7388509,L. Sveikata,[],,28,145,6,0,339
3704594,https://www.semanticscholar.org/author/3704594,C. Sirois,[],,100,1076,17,0,7300
133642501,https://www.semanticscholar.org/author/133642501,A. Ouali,[],,4,6,1,0,963
5532198,https://www.semanticscholar.org/author/5532198,M. Simard,[],,48,517,11,0,1720
16969020,https://www.semanticscholar.org/author/16969020,F. Purpura,[],,30,13,2,0,5267
49140550,https://www.semanticscholar.org/author/49140550,Min Li,[],,29,349,7,0,8558
2072391706,https://www.semanticscholar.org/author/2072391706,Bo Su,[],,28,534,10,0,8407
152619498,https://www.semanticscholar.org/author/152619498,Bo Zhou,[],,20,141,6,0,8529
49528238,https://www.semanticscholar.org/author/49528238,Honggang Wang,[],,81,2478,25,0,6940
93173858,https://www.semanticscholar.org/author/93173858,Junhu Meng,[],,75,1253,20,0,481
2115852222,https://www.semanticscholar.org/author/2115852222,Woojin Lee,[],,15,79,4,0,910
2065491997,https://www.semanticscholar.org/author/2065491997,Hyungjin Ko,[],,8,262,3,0,3452
38900673,https://www.semanticscholar.org/author/38900673,Junyoung Byun,['Seoul National University'],,11,44,4,0,8128
50256953,https://www.semanticscholar.org/author/50256953,Taeho Yoon,[],,7,70,3,0,4305
40368067,https://www.semanticscholar.org/author/40368067,Jaewook Lee,[],,42,527,13,0,485
113019868,https://www.semanticscholar.org/author/113019868,W. Wang,[],,50,260,7,0,3627
119895606,https://www.semanticscholar.org/author/119895606,N.‐Y. Chen,[],,25,107,6,0,5124
89111905,https://www.semanticscholar.org/author/89111905,L‐N. Dong,[],,30,117,6,0,2426
2157698772,https://www.semanticscholar.org/author/2157698772,J. He,[],,112,880,12,0,3638
4132573,https://www.semanticscholar.org/author/4132573,F. Zhu,[],,335,1766,18,0,97
2825758,https://www.semanticscholar.org/author/2825758,E. S. Hara,[],,77,1093,18,0,1869
2088611120,https://www.semanticscholar.org/author/2088611120,M. Okada,[],,112,1449,20,0,1221
38879687,https://www.semanticscholar.org/author/38879687,N. Nagaoka,[],,106,2435,23,0,1546
5304723,https://www.semanticscholar.org/author/5304723,T. Hattori,[],,104,3462,34,0,7470
34563154,https://www.semanticscholar.org/author/34563154,T. Kuboki,[],,331,5817,41,0,4290
3326675,https://www.semanticscholar.org/author/3326675,T. Nakano,[],,610,8859,46,0,3534
2109775132,https://www.semanticscholar.org/author/2109775132,T. Matsumoto,[],,124,2246,27,0,6954
6751976,https://www.semanticscholar.org/author/6751976,J. Brügemann,[],,65,1184,17,0,4350
4507568,https://www.semanticscholar.org/author/4507568,K. Postema,[],,181,6271,45,0,828
81019627,https://www.semanticscholar.org/author/81019627,I. V. Van Gelder,[],,391,47565,90,0,1922
32320221,https://www.semanticscholar.org/author/32320221,M. Oosterwijk,[],,5,50,3,0,1823
78447158,https://www.semanticscholar.org/author/78447158,D. V. van Veldhuisen,[],,958,70624,133,0,1728
1402490796,https://www.semanticscholar.org/author/1402490796,Bjørn K Fabian-Jessing,[],,7,115,4,0,2039
7523008,https://www.semanticscholar.org/author/7523008,E. Vestergaard,[],,50,1847,22,0,8577
4571299,https://www.semanticscholar.org/author/4571299,A. Plomp,[],,79,3101,27,0,7880
144851656,https://www.semanticscholar.org/author/144851656,A. Bergen,[],,255,12208,57,0,6724
2053100,https://www.semanticscholar.org/author/2053100,W. Dreschler,[],,281,5463,43,0,14
6462689,https://www.semanticscholar.org/author/6462689,M. Duno,[],,238,4222,38,0,7521
12279149,https://www.semanticscholar.org/author/12279149,Beata Winiarska,[],,6,30,3,0,1343
2066541953,https://www.semanticscholar.org/author/2066541953,Linda Neumann,[],,2,4,1,0,7179
2904869,https://www.semanticscholar.org/author/2904869,M. Gaihede,[],,148,1066,19,0,3024
5756671,https://www.semanticscholar.org/author/5756671,H. Vorum,[],,252,8468,45,0,8185
4019789,https://www.semanticscholar.org/author/4019789,M. Petersen,[],,206,5968,41,0,4492
34810801,https://www.semanticscholar.org/author/34810801,J. Peters,[],,17,807,9,0,7105
40685343,https://www.semanticscholar.org/author/40685343,R. Tibble,[],,16,229,8,0,6206
10739654,https://www.semanticscholar.org/author/10739654,Marcin Warmiński,[],,42,335,11,0,2021
4854832,https://www.semanticscholar.org/author/4854832,J. Jemielity,[],,212,3175,32,0,3450
2770706,https://www.semanticscholar.org/author/2770706,J. Gross,[],,117,8386,36,0,481
31648793,https://www.semanticscholar.org/author/31648793,B. Kaplan,[],,42,264,9,0,1337
1401705580,https://www.semanticscholar.org/author/1401705580,M. Grau-Pérez,[],,55,972,18,0,7763
5252394,https://www.semanticscholar.org/author/5252394,Aslı Çarkoğlu,[],,32,437,10,0,3440
31779972,https://www.semanticscholar.org/author/31779972,G. Ergör,[],,82,6099,19,0,7776
5016194,https://www.semanticscholar.org/author/5016194,M. Hayran,[],,240,4098,35,0,3186
1382539238,https://www.semanticscholar.org/author/1382539238,A. Navas-Acien,[],,524,18382,71,0,8600
143827947,https://www.semanticscholar.org/author/143827947,Joanna E Cohen,[],,310,6096,38,0,2736
4663433,https://www.semanticscholar.org/author/4663433,D. Amore,[],,75,323,9,0,3897
14225714,https://www.semanticscholar.org/author/14225714,Dino Casazza,[],,36,157,5,0,2841
74579275,https://www.semanticscholar.org/author/74579275,A. Casalino,[],,4,24,2,0,7888
4298341,https://www.semanticscholar.org/author/4298341,T. Valente,[],,54,545,11,0,4578
1879206773,https://www.semanticscholar.org/author/1879206773,R. De Rosa,[],,11,264,6,0,3334
8922637,https://www.semanticscholar.org/author/8922637,P. Sangiuolo,[],,20,234,6,0,5601
87077310,https://www.semanticscholar.org/author/87077310,C. Curcio,[],,109,988,12,0,4522
2189698,https://www.semanticscholar.org/author/2189698,C. Pavlopoulou,[],,28,631,9,0,6355
1703347,https://www.semanticscholar.org/author/1703347,M. Carey,[],,315,19242,78,0,4744
1761528,https://www.semanticscholar.org/author/1761528,V. Tsotras,[],,317,7090,46,0,7085
144875680,https://www.semanticscholar.org/author/144875680,A. Parashar,[],,58,644,16,0,3583
15205949,https://www.semanticscholar.org/author/15205949,O. Gourgas,[],,13,194,6,0,5433
145976580,https://www.semanticscholar.org/author/145976580,Kirklann Lau,[],,5,74,3,0,3628
2109057615,https://www.semanticscholar.org/author/2109057615,Jingjing Li,[],,15,364,8,0,8733
6677100,https://www.semanticscholar.org/author/6677100,Lisa D. Muiznieks,[],,35,1141,16,0,1402
40297980,https://www.semanticscholar.org/author/40297980,S. Sharpe,[],,56,1659,24,0,3410
143651717,https://www.semanticscholar.org/author/143651717,E. Davis,[],,133,10894,54,0,7450
145055474,https://www.semanticscholar.org/author/145055474,M. Cerruti,[],,155,4305,37,0,644
47193300,https://www.semanticscholar.org/author/47193300,M. Murshed,[],,82,3527,28,0,2864
1720743958,https://www.semanticscholar.org/author/1720743958,Lucinda Lai,[],,10,133,5,0,8265
1720873929,https://www.semanticscholar.org/author/1720873929,R. Sato,[],,4,103,3,0,3087
6854073,https://www.semanticscholar.org/author/6854073,Shuhan He,[],,31,777,17,0,2362
33281166,https://www.semanticscholar.org/author/33281166,K. Ouchi,[],,79,812,17,0,321
